1.61325            0.130849            -2.46556             1.73142             0.15854            -2.07873             3.37744            0.826093            -0.27644             3.28323            0.892522           -0.581571
             2.39972            0.328427           -0.827565              4.0412             1.54286             2.06073             4.37513             1.64721           -0.684161             3.74661             1.18208            -47.9344
             3.70077            0.776863            0.126821             3.28927            0.623877           -0.142677             2.31924            0.358508             -6.0119             3.11058            0.718719            -2.77979
             2.52025            0.362479           -0.707276              3.2379            0.628392           -0.206484             3.86221             1.49593             13.5495             3.77982             1.23764             2.43859
             2.20192            0.274943            -1.06232             3.56045            0.903236           0.0881244             3.70445             1.16833            0.843153             3.47246              1.0076             2.36484
             2.55464            0.372409           -0.675346             2.71503            0.421272           -0.544629             3.31503            0.698593           -0.185818             3.39614             0.86706            -6.97573
             2.13781            0.258204            -1.15194             4.04831             2.52862             18.7403             3.18895            0.963471             3.21356             3.55339             0.97285            -1.24367
             4.06806            0.950912            0.372892             2.57076            0.482856            -10.6397             3.24224            0.848016            -2.14439             3.45207            0.967218           0.0301344
             4.36703             1.11904            0.605931             3.86629            0.879902             0.26063             4.42041             1.44811              1.6655             3.78795             1.11909            0.830037
             3.51157            0.697787          0.00727205              4.4731             1.43876             1.35147             3.44006            0.863823           0.0140416             3.73746             1.13997             1.90804
             4.37574             1.12438            0.613438             4.42539             1.15593            0.658143               3.116            0.648674            -2.08959             3.42505            0.973905            -9.61511
              4.6045             1.27619            0.832051             3.04637             0.68947             -1.1624             2.69876            0.601601            -1.25023             3.67461             1.09699            0.117371
             2.09914            0.248242            -1.21012             2.53342            0.374179           -0.778813             3.75379             1.14194            0.740197             3.51898             1.02104            -1.04014
             1.72084            0.155682            -2.05482             2.81874            0.515569           -0.893446             2.98015            0.699776            -1.35041              3.5639             1.00031           -0.452519
             4.56295             1.24685            0.788797             4.00272            0.958626            0.376324             3.56222            0.871914           -0.288929             3.40866            0.940419           -0.138596
              2.7627              0.4347           -0.499511             3.65767            0.837198            0.139413             4.17434             1.19608            0.785509             3.77826             1.24922             2.86413
             4.41276             1.14744            0.645927             3.24159            0.694173           -0.304843             3.05856             0.58338           -0.523351             3.57239            0.970465           0.0140443
             5.81433             3.29322             8.53302             4.43614             1.91178             4.12395               4.048             1.27806             1.41379              3.4225            0.993656            -12.6405
             5.24116              1.8854             1.93595             4.55896             1.37095              1.0886             2.82853            0.557256            -3.28084             3.54628             1.02172             5.30802
             1.24319           0.0498607            -6.49345             3.36416             1.16157            -1.75544             2.87515            0.894993            -2.40652             3.31153            0.952183             1.88276
             4.02644              0.9296             0.34339             3.04062            0.583268           -0.468912             3.05583            0.567931           -0.736162             3.42004             0.93179            0.159414
             4.85032             1.46995             1.13473             3.98645             1.01125            0.446525             3.49552            0.911768            0.234727             3.43464            0.945021           -0.782506
             1.96394            0.214168            -1.44409             1.85893            0.188806            -1.69739             3.00166            0.761487            -4.45173              3.4248             1.00044              0.8442
             3.17001            0.569166           -0.210359              3.2885            0.612892           -0.134433             3.67437            0.914987           -0.184926             3.56178             1.04544           -0.926811
             2.49987            0.356639           -0.726663             3.75749            0.990652            0.338783             3.20063             1.14411           -0.582202             3.65347             1.12043            0.943817
             4.07967            0.956939            0.381223              2.6697            0.505142            -2.84592             3.64156            0.863567           -0.300363             3.56052            0.961045            -0.84017
             4.46988             1.18409            0.698017             4.70537             1.36803             0.98601             3.58098            0.916669           -0.243939              3.6547             1.15018             2.25441
             4.50337             1.20622            0.729779             3.73363             0.85254            0.189791             4.06663             1.27392             1.61337               3.581            0.976956            -0.95064
             3.89818            0.866637            0.255541             4.84507             2.02303             3.93089             3.53346            0.959889           0.0600792             3.61744             1.05091            0.913951
              2.1787            0.268847            -1.09387             3.91194              1.4572             1.65849              3.9804             1.24262            0.136079             3.52935              1.0436            -0.66693
             5.23063             1.87162             1.90494             3.36196            0.987746           -0.608756             3.64447             1.15811            0.795404             3.41388            0.938708           -0.626667
             5.20401             1.83761              1.8299             4.37978             1.27661            0.932411             3.28282            0.853607            -0.30936              3.3883            0.934426            -2.20429
             1.55376            0.117379            -2.75716             2.28181            0.315747            -1.53762             2.87568            0.541188            -2.77056             3.74432             1.13876            0.792434
             1.39404           0.0820874            -3.95616             2.03701            0.245777             -2.2612             2.98026            0.673032            -3.11287             3.25705            0.870626           -0.714271
             3.69408            0.773957             0.12255             4.45715             1.31607            0.998787             3.91349              1.2051            0.329013             3.42814            0.910451           -0.230258
             4.34489             1.10557            0.587075             3.52088             0.76007           0.0173801             3.17473            0.655109            -1.87219              3.4708            0.972338           -0.110333
             4.99592             1.60536             1.36898             3.13194            0.830222            -2.25715              3.2284            0.939937           -0.659316              3.7112             1.13407             2.04633
             4.54478             1.23428            0.770441             4.78237             1.43194             1.09187             3.58132            0.973061            0.201399             3.47336            0.979932           -0.100281
             2.04307             0.23397            -1.30084             1.97797            0.217783            -1.42439             2.57553            0.404351            -1.53937              3.5103             1.00567             1.06026
             1.86516            0.189989            -1.65473             2.19956            0.278207            -1.17458             2.97879            0.599889            -0.62237             3.35496            0.929979            -1.42739
             1.61874            0.132101            -2.44133             2.87537            0.558338            -1.01098               3.234            0.752556           -0.634048             3.54156            0.931329            -1.05565
             5.32723             2.00579             2.22305             5.51816             2.42498             3.81644             4.00262             1.37323            0.744107             3.53026            0.979042            -1.61728
             5.78998             3.16997             7.53392             3.96341             1.71396             3.19027             4.22442             1.45206             1.64903             3.52994            0.949491            -15.5659
               2.162            0.264487            -1.11718             1.60024            0.136106             -21.237             3.06835            0.608138            -4.28555             3.37009            0.944504            0.959774
             5.15739             1.78068             1.70896             5.11678             1.73468             1.61689             3.55986            0.887604           -0.107606              3.4734            0.966735          -0.0330317
             5.86761             3.63144              11.994             3.52916             1.83517             1.84434             3.46705             1.09928            0.219878             3.46362            0.997316           -0.161909
             5.02729             1.63711             1.42722              4.5065             1.27314            0.871121              3.2774            0.696783           -0.362385             3.43539             1.01671             15.4555
             2.21552            0.278531            -1.04429             2.05967            0.238957            -1.30586             2.80387            0.692272            -1.58057             3.47601            0.993943            0.573363
             5.54317             2.39289             3.38771             3.28318             1.19877            -32.6114             3.56354             1.26885            -6.22916             3.56571             1.07629           -0.523878
               2.968            0.500216           -0.347297             3.21876            0.590624           -0.183223             3.45406            0.776412           -0.069295             3.42981            0.943735             -23.465
             4.65478             1.31288            0.886973             3.17479            0.731247           -0.628161             3.22826            0.787919            -3.18639             3.55012             1.04525             0.10229
             4.44205             1.16607            0.672323             4.55427             1.24384            0.786259              3.5904             1.06568            0.971392             3.37667            0.925673            0.053263
             2.20776            0.276482            -1.05453             3.91945             1.44163             1.59137             3.59883             1.00303            0.251649             3.61515             1.04651            -11.2889
              1.9908            0.220845            -1.39326             3.09447            0.620735           -0.462055             3.08923            0.898798            0.012035             3.33927            0.916444            -1.70708
             4.40331             1.14151            0.637544             3.95821            0.919957            0.322892             3.09611             0.65095            -1.56731             3.41518            0.927941           -0.286281
             1.97111            0.215948            -1.43027             3.02361            0.585516           -0.525804             3.25167            0.891365            0.401296             3.44161            0.946745            -2.56563
             5.40677              2.1316             2.55742             3.69109             1.17431            0.567669             3.82205             1.18085             1.19624             3.65475             1.14666             1.22736
             4.82705             1.44991             1.10183             5.39428             3.15841              21.224             3.28026            0.994123             3.14414             3.35893            0.887809            0.339283
             1.97577            0.217105            -1.42139              3.3541            0.794718           -0.221617              2.9291            0.629163           -0.684818             3.39969            0.925957            0.422695
             1.54146            0.114617            -2.82507             3.38951            0.997643           -0.449904             3.83023             1.28754            0.288609             3.55724             1.06049           -0.603142
             2.63304            0.395428           -0.605873             2.20363            0.281831            -1.24839             3.35799            0.976984             1.08792             3.20667            0.843632            -8.49378
             5.89399             3.85368             14.9913             4.71328             2.27997             7.50591              3.7086             1.11293             1.45084             3.75519              1.1712           -0.720274
             5.12537             1.74339              1.6327             4.69837             1.40275             1.07963             3.22239            0.854198            -1.94219             3.50126            0.969443            -5.56785
             1.71141            0.153481            -2.08614             2.63004            0.433143            -1.02778             3.42299            0.871174          -0.0123652             3.57965            0.978483             1.77573
             4.69006             1.33946            0.927381             5.24813             2.29488             4.54929             3.68479              1.2035            0.393968              3.6107             1.05583          -0.0718997
             2.60704            0.387735           -0.628433              3.9899              1.2318            0.888114             3.78624             1.37235             4.36562             3.49958            0.976944           -0.317801
              5.9916             6.38864             189.408             5.85256              4.6241             97.4518             3.60982             1.80246             20.0561             3.80808             1.32522             2.16921
             1.57884            0.123037            -2.62722              3.7678             2.43671             17.0848             3.66154             1.16203             3.51829             3.46092             1.00906             0.94979
             3.49561            0.691393         -0.00275738             3.08196            0.548677           -0.289363             4.09726             1.26286             2.64733             3.65052              1.1143             1.33924
             4.27158             1.06223            0.526724             3.71113            0.812294            0.151824              3.6869            0.896974            0.242198             3.90873             1.20448            0.526024
             3.51426            0.698868          0.00896124             2.35587            0.369583            -4.00444             2.68868            0.646207            -1.26036             3.59479             1.05065             1.58868
             2.70612            0.417371           -0.544759             2.63195            0.395345           -0.608621             2.94659            0.706294            -4.90796             3.52084             1.01133           0.0859705
             1.18613           0.0379368            -8.51167             3.35451             1.19368            -2.63822             3.60788             1.01871           -0.149234             3.59949             1.04857             2.35383
              5.8399             3.44138             9.90729             5.19611             2.34043             5.34265             3.56108             1.29899             2.77874             3.19074            0.821051            -4.96228
             2.24575            0.286549            -1.00536             3.15168            0.616036            -0.31996             2.83682            0.562458           -0.816518             3.52372             1.00904             1.84023
             4.44532             1.16817            0.675306             4.75321             1.42032             1.08453             4.04599             1.18544            0.372756             3.68578             1.11511             1.13827
             2.59206            0.383329           -0.641642             3.28686            0.645248           -0.164705             3.64497            0.888105            0.249708             3.30795            0.799269            -1.23174
             5.47851             2.26051             2.94195             3.81748             1.26178            0.908441             3.54435             1.01648             0.64156             3.71963             1.08479            0.937345
             3.38197            0.647016          -0.0742971             3.49794            0.693399         -0.00130033             3.88168             1.14383             0.27463             3.67363             1.15312             1.05565
             5.35902              2.0542             2.34728             3.25138             1.04168            -4.34756             3.66558             1.21149            0.761074             3.56679             1.09306              1.4202
             5.65443               2.672             4.53298             5.71519             2.88865             5.79465             3.90731             1.44925              2.4845              3.8038             1.16412            -27.7607
             2.39126            0.326079           -0.836566             3.01983            0.540212           -0.371523             4.16817             1.39944             2.41587             3.65987             1.05116            0.491782
             1.33223           0.0687575            -4.72065             2.17073            0.291332            -2.51959             2.48041              0.4322             -1.8908             3.41769            0.903554            -2.00606
               5.932             4.29776             23.3926             3.57461             2.17109             8.05546             3.60239             1.56318             7.84603             3.49857             1.05047             1.46261
             1.85311            0.187078             -1.6834             3.60688             1.12192            0.335299             3.73466             1.13098            0.764914             3.27833             0.80994             -1.6786
             3.84339            0.840902            0.219172             2.49468            0.435265            -5.32681             3.78275             1.15141            -0.35748             3.51291               1.016          -0.0993698
             1.64838            0.138889            -2.31735             2.57044             0.41452            -1.16103             3.07057            0.641327           -0.468627             3.47257            0.914266           -0.341447
             5.26913             1.92295             2.02233             3.44985             1.02888            -0.18409             3.08943            0.792584            -4.04023             3.31134            0.797672           -0.821773
             1.21687           0.0443428            -7.29325             2.65908            0.506304            -3.44819              3.8535             1.30506             6.11114             3.42911            0.879547            0.567228
             2.83211            0.456371           -0.446153             3.87126            0.990001            0.389429             3.60117             1.06069            0.296532             3.60739             1.05691            0.969364
             3.63343            0.747997           0.0840353             2.33988            0.378654            -17.1287             2.75081            0.546612            -4.20634             3.14059            0.740543            -1.01601
             1.97474            0.216847            -1.42336              3.9039             1.80819             4.03752             2.94156            0.823555           -0.530284             3.30751            0.888478            -1.44862
             3.98578            0.909207            0.315072             4.08876            0.963142            0.389659             3.85745            0.938547            0.324701             3.38181            0.925094            -7.97096
             5.34867             2.03818             2.30559             4.78259             1.53453             1.39445             3.47427             1.01118             -1.1496             3.50509             1.07958             1.90424
             3.45023            0.673435          -0.0312814             3.60378            0.737605           0.0659169             3.95078             1.18053            0.875723             3.31673            0.877018            -7.67157
             1.90892             0.20063            -1.55639             2.21433             0.28148            -1.13208             3.61169             1.26634             2.16279             3.46486            0.890079           -0.082577
             3.49605            0.691569         -0.00248091             4.72391             2.66647              16.496             3.78157              1.2855             2.21163             3.56288            0.989135           -0.928809
             3.67761            0.766841            0.112061             4.66621             1.71998             2.32515             4.00558             1.16697            0.778183             3.39441            0.919571             2.85163
             1.05013           0.0100762            -31.7392             3.43895             1.68922            -11.2672              2.7498            0.680236            -3.93018             3.38242            0.901835           -0.459547
             3.01591            0.516143           -0.313904             2.64979            0.406422           -0.636231             2.76682            0.567569            -1.38149             3.53829              1.1516            0.572284
             2.35775            0.316836              -0.873             4.00507             1.49149             1.81632             3.63016             1.07514            0.841696             3.49496             1.01018            0.323206
             4.67811             1.33038            0.913514              3.1588            0.733614           -0.719935             3.61577             1.07108             -1.3059             3.19331            0.811493            -0.97041
             1.74229            0.160706            -1.98635             1.68453            0.147321             -2.1965             2.70351            0.497852            -1.02945             3.55801             1.05839            -1.42997
             4.91987             1.53236             1.23999              3.3589             0.85311           -0.292297             2.99319            0.826398            -9.46965             3.33186            0.880526            -4.29175
              1.4957            0.104406            -3.10619             2.50667            0.402317            -1.54755             3.21718            0.785828            -8.66718             3.33679            0.906067             1.86061
             4.49314             1.19941            0.719977             4.44425             1.16798            0.675261             3.66588            0.870037            0.139113             3.38348            0.920811             4.03342
             5.72374             2.89586             5.70316             5.70175               2.822             5.30293               3.538              1.0532            -0.69265             3.53567             1.09154             2.38702
             3.48357            0.686596          -0.0103253              2.7673            0.461289           -0.648902             3.73999             1.07696            0.650538             3.51312             1.05494            0.779336
             4.12383            0.980208            0.413355             4.08749            0.961203            0.387097              3.6789            0.888885           0.0442519             3.48966            0.987648            -3.29017
             3.63137            0.747128           0.0827329             3.41448            0.663041          -0.0548025             3.24883            0.719157            -0.79352             3.54776            0.977537            0.113017
             1.39062           0.0813443            -3.99229             1.69252            0.151546            -2.68944             2.57074            0.485517            -2.06314             3.46478             0.97546            0.474867
             3.02503            0.519204           -0.307618             3.84202            0.917613             0.29205             3.61097            0.874701           -0.288967             3.64155             1.05492             1.46035
              4.2233             1.03468            0.488572             3.77969            0.832161            0.192608             3.51798             1.18226             6.54026             3.49216            0.987783             18.6574
             3.86747            0.852129            0.235081             4.50229             1.30452            0.947579             4.25841             1.22828            0.813737             3.43255            0.958132           -0.606447
             5.75076             2.99877             6.33329             4.68613             1.87087             3.20489              3.7177            0.977781            0.571347              3.4115            0.932993           -0.479335
             1.38765           0.0806998            -4.02415             2.08277            0.260051             -2.2559             3.61323             1.00325            0.514636             3.58293             0.99801            0.144973
             1.59473            0.126637            -2.55034              3.5257             1.17305            0.132105             3.53842             1.08885            -1.16713             3.42508            0.967531         -0.00501954
             5.90582             3.97196             16.8789             4.04585             2.12135             7.89747             3.84536             1.50968             4.62409             3.70717             1.15873             1.01431
             2.75814            0.433289           -0.503104             4.30372             1.96759             5.01315             3.44598             1.47007            -78.4117             3.56457             1.03993            -7.75001
             5.55895             2.42803             3.51566             5.59936             2.52924             3.92904             4.47282             1.85451             8.95425             3.38166            0.995851            0.162534
             3.05487            0.529285           -0.287212             2.87239            0.470874           -0.422625             4.03077             1.12273             0.45761              3.6485             1.11347             2.05936
             4.25318             1.05164            0.512044              4.5439             1.25402            0.812237             3.86971             1.00146            0.241514               3.442            0.965351            0.974367
             2.88931            0.474593           -0.403719             3.40953            0.678182          -0.0634679             4.03143               1.214            0.726877             3.45906             0.99744            0.347508
             3.03342            0.522027           -0.301861             3.13462            0.557362           -0.234692             3.12625            0.654348           -0.591514             3.51272             1.01965           -0.948321
             1.84792            0.185829            -1.69595             1.73192            0.158644            -2.07484             3.06698            0.709739            -1.97471             3.49273             1.09284           -0.454076
              3.2455            0.596203           -0.161282             4.16132             1.14296            0.682777             3.45885            0.801709           -0.209943             3.32735            0.936202             4.06622
             4.78227             1.41245              1.0414             4.25864             1.10216            0.595071             4.48054              1.3527             1.12324             3.34001            0.944603           -0.502024
             1.61465            0.131168            -2.45934             3.39239            0.963543           -0.359282             2.99742            0.655508            -1.57034             3.43531            0.909773           0.0149683
             4.84198             1.46273             1.12282             4.81858             1.44292             1.09064             4.26419             1.42851             1.47944             3.72515             1.12842            0.746007
             5.67422             2.73097             4.81694             4.84425             1.82721              2.5759             4.28067             1.38223             1.41079              3.8548             1.23459             1.60996
             2.25798            0.289814           -0.990017             1.75029            0.169774            -3.74988             2.97605            0.752848           -0.415004              3.4379             1.02214            0.372959
             2.85211            0.462704           -0.431168             4.02964             1.15215            0.703702             3.16936            0.671895            -0.46228             3.46996             0.97478            0.494321
             4.58075             1.25931            0.807098             4.87106             1.52237             1.26296             3.87694             1.01074            0.334111              3.6647             1.11149            -2.00635
             2.95735            0.496709           -0.354814              2.4042            0.341646            -1.02159             3.14122            0.687581           -0.337005             3.38301            0.836591            -0.21075
             2.54489            0.369584           -0.684301             3.39639            0.709102          -0.0882204             3.70553             1.04896            0.928099             3.52773             0.98337            -6.25716
             1.80789            0.176234            -1.79783             3.67245             1.27787            0.771137              3.5601             1.13608            0.592296               3.471            0.942417             1.09747
             5.76094              3.0405             6.60752             4.26946             1.73996             3.05997             4.07709             1.27555             1.19824             3.51603             1.02002           -0.779076
              3.3007            0.616445           -0.125883              4.4306             1.52401             1.70148             3.51613            0.945119           -0.495511             3.65982               1.084             1.48014
              4.0268            0.929781             0.34364             3.11447            0.602389           -0.359199             2.93254            0.579554           -0.974492             3.29357            0.864677           -0.993968
             3.34872            0.634396          -0.0953381             2.81493            0.465208            -0.52848             3.71205             1.01013            0.527222             3.46625            0.949859           -0.721304
             3.20569            0.581853           -0.187057             2.15649            0.301772            -7.49937             2.78088            0.562738            -3.56137             3.29501             0.91825            0.540458
             1.79451            0.173047            -1.83395             1.89103            0.196541            -1.61661             3.62534            0.909398            0.189689             3.57254             1.07249             139.562
